entity_id,name,entity_type
PRODUCT_thalwil_zug,Thalwil-Zug,PRODUCT
DATE_august_9_1847,"August 9, 1847",DATE
DATE_may_16_1855,"May 16, 1855",DATE
DATE_august_1_1856,"August 1, 1856",DATE
DATE_june_1_1864,"June 1, 1864",DATE
GPE_lake_zurich,Lake Zurich,GPE
DATE_may_19_1835,"May 19, 1835",DATE
ORG_maur,Maur,ORG
PERSON_zumikon,Zumikon,PERSON
ORG_swiss_national_museum,Swiss National Museum,ORG
DATE_september_24_1882,"September 24, 1882",DATE
DATE_a_decade_later,a decade later,DATE
ORG_burgwies,Burgwies,ORG
PERSON_giesshübel,Giesshübel,PERSON
ORG_the_limmat_valley,the Limmat Valley,ORG
GPE_marienstrasse,Marienstrasse,GPE
PERSON_mutschellen,Mutschellen,PERSON
ORG_leonhardsplatz,Leonhardsplatz,ORG
ORG_oerlikon_seebach_glattbrugg,Oerlikon-Seebach-Glattbrugg,ORG
ORG_schwamendingen,Schwamendingen,ORG
NORP_rigiplatz,Rigiplatz,NORP
ORG_rigiviertel,Rigiviertel,ORG
GPE_leonhardsplatz,Leonhardsplatz,GPE
ORG_römerhof,Römerhof,ORG
PERSON_waldhaus_dolder,Waldhaus Dolder,PERSON
FAC_the_grand_hotel_dolder,the Grand Hotel Dolder,FAC
ORG_the_traffic_association,the traffic association,ORG
PERSON_klosbach,Klosbach,PERSON
PERSON_lindenbach,Lindenbach,PERSON
GPE_district_4,District 4,GPE
DATE_1856,1856,DATE
DATE_december_1908,December 1908,DATE
ORG_adliswil_oerlikon,"Adliswil, Oerlikon",ORG
GPE_kilchberg,Kilchberg,GPE
ORG_albisrieden_altstetten,Albisrieden-Altstetten,ORG
GPE_city,City,GPE
DATE_30_november_1907,30 November 1907,DATE
ORG_intellectual_life_associations,Intellectual Life — Associations,ORG
DATE_saturday,Saturday,DATE
DATE_election_day,election day,DATE
ORG_contra,contra,ORG
DATE_53_weekly,53 weekly,DATE
DATE_monthly,monthly,DATE
DATE_1666,1666,DATE
DATE_friday_weekly,Friday weekly,DATE
PERSON_zürcher_freitagszeitung,Zürcher Freitagszeitung,PERSON
DATE_1673,1673,DATE
ORG_the_zürcher_zeitung,The Zürcher Zeitung,ORG
DATE_january_12_1780,"January 12, 1780",DATE
ORG_neue_zürcher_zeitung,Neue Zürcher Zeitung,ORG
DATE_1843,1843,DATE
DATE_several_years,several years,DATE
DATE_1801,1801,DATE
GPE_helvetic,Helvetic,GPE
PERSON_max_uebelhör,Max Uebelhör,PERSON
PERSON_zur_geschichte,Zur Geschichte,PERSON
PERSON_neuen_zürcher_zeitung,Neuen Zürcher Zeitung,PERSON
ORG_n_z_z,N.Z.Z.,ORG
DATE_march_31_1908,"March 31, 1908",DATE
DATE_1837,1837,DATE
ORG_zürcher_post,Zürcher Post,ORG
PERSON_grütlianer,Grütlianer,PERSON
ORG_volksrecht,Volksrecht,ORG
PERSON_neue_zürcher_nachrichten,Neue Zürcher Nachrichten,PERSON
GPE_sechseläuten,Sechseläuten,GPE
DATE_1874,1874,DATE
DATE_jubilee_1908,jubilee 1908,DATE
ORG_the_city_theatre,The City Theatre,ORG
ORG_the_associations_and_societies,The “Associations and Societies,ORG
ORG_predigerkirche,Predigerkirche,ORG
ORG_helmhaus,Helmhaus,ORG
ORG_the_museum_of_applied_arts,the Museum of Applied Arts,ORG
ORG_national_museum,National Museum,ORG
ORG_the_federal_polytechnic_school,the federal polytechnic school,ORG
PERSON_johann_gessner,Johann Gessner,PERSON
DATE_1747,1747,DATE
GPE_pestalozzianum,Pestalozzianum,GPE
ORG_the_museum,"the ""Museum",ORG
DATE_1834,1834,DATE
PERSON_alpine_club,Alpine Club,PERSON
ORG_seilergraben,Seilergraben,ORG
ORG_museum_of_applied_arts,Museum of Applied Arts,ORG
PERSON_a_lang,A. Lang,PERSON
NORP_d,D.,NORP
PERSON_grubenmann,Grubenmann,PERSON
ORG_mayer_eymar,Mayer-Eymar,ORG
PERSON_santiago_roth_s,Santiago Roth's,PERSON
NORP_pampas,Pampas,NORP
ORG_niederweningen,Niederweningen,ORG
PERSON_c_keller,C. Keller,PERSON
PERSON_c_schröter,C. Schröter,PERSON
ORG_becker,Becker,ORG
PERSON_simon,Simon,PERSON
GPE_imfeld,Imfeld,GPE
GPE_heim,Heim,GPE
ORG_nageli_museum,Nageli Museum,ORG
ORG_heimplatz,Heimplatz,ORG
GPE_künstlergütli,Künstlergütli,GPE
ORG_the_zurich_art_society,the Zurich Art Society,ORG
PERSON_arnold_böcklin,Arnold Böcklin,PERSON
PERSON_künstlerhaus,Künstlerhaus,PERSON
PERSON_alfred_reucker_s,Alfred Reucker's,PERSON
PERSON_lothar_kempter,Lothar Kempter,PERSON
PERSON_friedrich_hegar,Friedrich Hegar,PERSON
PERSON_brahms,Brahms,PERSON
PERSON_richard_strauss,Richard Strauss,PERSON
ORG_baumgartner,Baumgartner,ORG
PERSON_gustav_weber,Gustav Weber,PERSON
PERSON_karl_attenhofer,Karl Attenhofer,PERSON
PERSON_gottfried_angerer,Gottfried Angerer,PERSON
PERSON_volkmar_andreae,Volkmar Andreae,PERSON
ORG_the_central_theater_on_weinbergstrasse,the Central Theater on Weinbergstrasse,ORG
PERSON_harmonie,Harmonie,PERSON
ORG_bonaduz,Bonaduz,ORG
DATE_may,May,DATE
GPE_messina,Messina,GPE
ORG_the_natural_science_society,the Natural Science Society,ORG
PERSON_kempter,Kempter,PERSON
ORG_the_polytechnic_academy,the polytechnic academy,ORG
PERSON_leo_wehrli,Leo Wehrli,PERSON
ORG_church_system,Church System,ORG
ORG_grossmünster_fraumünster,"Grossmünster, Fraumünster",ORG
GPE_st_peter,St. Peter,GPE
NORP_predigern,Predigern,NORP
PERSON_unterstrass,Unterstrass,PERSON
NORP_catholic,Catholic,NORP
NORP_evangelical,Evangelical,NORP
NORP_roman_catholic,Roman Catholic,NORP
PERSON_st_peter,St. Peter,PERSON
PERSON_paul,Paul,PERSON
ORG_unterstrass_zurich,Unterstrass-Zurich,ORG
ORG_methodist,Methodist,ORG
NORP_israelite,Israelite,NORP
ORG_organization_of_administration,Organization of Administration,ORG
DATE_20_days,20 days,DATE
DATE_three_years,three years,DATE
ORG_financial_budget,Financial Budget,ORG
ORG_zwingli_monument,Zwingli Monument,ORG
ORG_the_foundation_of_the_municipal_usufruct_fund,the “Foundation of the municipal usufruct fund,ORG
ORG_sihlwald,Sihlwald,ORG
ORG_health_care,Health Care,ORG
DATE_april_1907,April 1907,DATE
FAC_the_zurich_children_s_hospital,the Zurich Children's Hospital,FAC
ORG_the_red_cross_sisters,the Red Cross Sisters’,ORG
ORG_the_nursing_asylum_and_diaconesses_institute_neumünster,the Nursing Asylum and Diaconesses’ Institute Neumünster,ORG
GPE_theodosianum,Theodosianum,GPE
ORG_the_swiss_institute,the Swiss institute,ORG
DATE_the_year_1893,the year 1893,DATE
DATE_the_individual_quarters,the individual quarters,DATE
ORG_neumünster_unterstrass,"Neumünster, Unterstrass",ORG
ORG_women_s_association,Women's Association,ORG
ORG_the_zurich_child_protection_association,the Zurich Child Protection Association,ORG
ORG_the_salvation_army,the Salvation Army,ORG
ORG_social_political_institutions,Social-Political Institutions,ORG
DATE_1906_1907,1906/1907,DATE
DATE_april_21_1907,"April 21, 1907",DATE
DATE_at_least_four_days,at least four days,DATE
PERSON_e_grossmann,E. Grossmann,PERSON
PERSON_neolithic,Neolithic,PERSON
ORG_stone_age,Stone Age,ORG
PERSON_hafner,Hafner,PERSON
ORG_bauschanze,Bauschanze,ORG
ORG_the_2nd_iron_age_la_tène,the 2nd Iron Age (La Tène,ORG
GPE_enge,Enge,GPE
GPE_entibühl,Entibühl,GPE
PERSON_rebhügel,Rebhügel,PERSON
ORG_wiedikon,Wiedikon,ORG
ORG_bäckerstrasse,Bäckerstrasse,ORG
GPE_zurich_iii,Zurich III,GPE
PERSON_altstetten,Altstetten,PERSON
DATE_the_7th_century,the 7th century,DATE
ORG_bc,BC,ORG
GPE_potin,potin,GPE
NORP_helvetians,Helvetians,NORP
ORG_d_s_p,D.S.P.,ORG
ORG_mommsen_as_doliare_stationis_publicae_bricks_of_the_public_customs_office,Mommsen as Doliare Stationis Publicae (Bricks of the public customs office,ORG
PERSON_roman_turicum,Roman Turicum,PERSON
PRODUCT_lindenhof,Lindenhof,PRODUCT
PRODUCT_mosaic,mosaic,PRODUCT
ORG_peterskirche,Peterskirche,ORG
GPE_rennweg,Rennweg,GPE
PERSON_enge_s_sternen,Enge’s Sternen,PERSON
PERSON_l_ael,L. Ael,PERSON
GPE_urbicus,Urbicus,GPE
GPE_zentralhof,Zentralhof,GPE
GPE_münsterhof,Münsterhof,GPE
FAC_sihlfeld,Sihlfeld,FAC
ORG_aquae,Aquae,ORG
ORG_strehlgasse,Strehlgasse,ORG
ORG_alte_landstrasse,alte Landstrasse,ORG
GPE_germanic,Germanic,GPE
DATE_the_8th_and_9th_centuries,the 8th and 9th centuries,DATE
GPE_riesbach,Riesbach,GPE
ORG_fluntern,Fluntern,ORG
NORP_christian,Christian,NORP
DATE_about_the_10th_century,about the 10th century,DATE
ORG_alemannic_frankish,Alemannic-Frankish,ORG
ORG_burghölzli,Burghölzli,ORG
PERSON_alemanni,Alemanni,PERSON
NORP_balgrist,Balgrist,NORP
DATE_the_last_decade,the last decade,DATE
PERSON_rebhügel_wiedikon,Rebhügel Wiedikon,PERSON
NORP_frankish,Frankish,NORP
PERSON_j_heierli,J. Heierli,PERSON
PERSON_molasse,molasse,PERSON
ORG_the_beautification_association,the Beautification Association,ORG
LOC_delta,Delta,LOC
PERSON_cantons_zurich,Cantons Zurich,PERSON
GPE_schwyz,Schwyz,GPE
LOC_lake_constance,Lake Constance,LOC
PERSON_hirzli,Hirzli,PERSON
GPE_schänniserberg,Schänniserberg,GPE
ORG_stäfner,Stäfner,ORG
DATE_march_12_1909,"March 12, 1909",DATE
FAC_the_vita_st_galli_of,the Vita St. Galli of,FAC
DATE_the_8th_century,the 8th century,DATE
PERSON_de_turegum,de Turegum,PERSON
DATE_turicinus,Turicinus,DATE
DATE_as_early_as,as early as,DATE
ORG_zürichse,Zürichse,ORG
WORK_OF_ART_zürichsee,Zürichsee,WORK_OF_ART
PERSON_zürichersee,Zürichersee,PERSON
GPE_zugersee,Zugersee,GPE
GPE_genfersee,Genfersee,GPE
PRODUCT_tschudi,Tschudi,PRODUCT
DATE_1538,1538,DATE
GPE_joost_murer,Joost Murer,GPE
DATE_1566,1566,DATE
PRODUCT_gyger,Gyger,PRODUCT
DATE_1667,1667,DATE
ORG_dufour,Dufour,ORG
PERSON_j_wild,J. Wild,PERSON
WORK_OF_ART_the_siegfried_atlas,the Siegfried Atlas,WORK_OF_ART
LOC_lake_geneva,Lake Geneva,LOC
ORG_neuchâtel_lake,Neuchâtel Lake,ORG
DATE_kümmerly,Kümmerly,DATE
ORG_frey,Frey,ORG
ORG_geographical_lexicon_of,GEOGRAPHICAL LEXICON OF,ORG
DATE_1896_1901,1896 | 1901,DATE
DATE_1896,1896,DATE
DATE_7059,7059,DATE
DATE_6798,6798,DATE
DATE_3269,3269,DATE
DATE_3192,3192,DATE
ORG_pigs,Pigs,ORG
DATE_1824,1824,DATE
DATE_1669,1669,DATE
DATE_1097,1097,DATE
DATE_1182,1182,DATE
DATE_1177,1177,DATE
DATE_1315,1315,DATE
DATE_1979,1979,DATE
DATE_2038,2038,DATE
DATE_1357,1357,DATE
DATE_1410,1410,DATE
DATE_1467,1467,DATE
DATE_1634,1634,DATE
DATE_1671,1671,DATE
DATE_1769,1769,DATE
DATE_1880,1880,DATE
DATE_1888,1888,DATE
DATE_1894,1894,DATE
DATE_july_1,July 1,DATE
ORG_residential,Residential,ORG
DATE_1862,1862,DATE
DATE_1892,1892,DATE
DATE_9867,9867,DATE
DATE_1863,1863,DATE
DATE_9300,9300,DATE
DATE_1526,1526,DATE
DATE_3514,3514,DATE
PERSON_deaths,Deaths,PERSON
PERSON_library_zurich,Library Zurich,PERSON
ORG_graphic_collection,Graphic Collection,ORG
PERSON_photo_archive,Photo Archive,PERSON
PERSON_adlisberg,Adlisberg,PERSON
ORG_turicensis_turicum,Turicensis/Turicum,ORG
GPE_ziurichi,Ziurichi,GPE
PERSON_italian_zurigo,Italian Zurigo,PERSON
ORG_celtic,Celtic,ORG
ORG_fraumünster_münsterhof,Fraumünster-Münsterhof,ORG
PERSON_niederdorf,Niederdorf,PERSON
DATE_the_12th_century,the 12th century,DATE
DATE_the_13th_century,the 13th century,DATE
GPE_stadelhof,Stadelhof,GPE
DATE_the_17th_century,the 17th century,DATE
ORG_aussersihl_enge,"Aussersihl, Enge",ORG
GPE_leimbach,Leimbach,GPE
DATE_1934,1934,DATE
GPE_schwamendingen,Schwamendingen,GPE
GPE_seebach,Seebach,GPE
PERSON_witikon,Witikon,PERSON
ORG_eth,ETH,ORG
ORG_tamedia,Tamedia,ORG
ORG_swiss_radio_and_television,Swiss Radio and Television,ORG
ORG_ubs,UBS,ORG
ORG_credit_suisse_group,Credit Suisse Group,ORG
PERSON_schweizerische_kreditanstalt,Schweizerische Kreditanstalt,PERSON
ORG_swiss_life_pension_institution,Swiss Life (Pension Institution,ORG
ORG_zurich_financial_services,Zurich Financial Services,ORG
ORG_migros,Migros,ORG
ORG_ibm,IBM,ORG
ORG_google,Google,ORG
ORG_siemens,Siemens,ORG
ORG_siemens_albis,Siemens-Albis,ORG
ORG_asea_brown_boveri,Asea Brown Boveri,ORG
ORG_abb,ABB,ORG
DATE_1850_2000,1850-2000,DATE
ORG_religion,Religion,ORG
DATE_1888_1930,1888-1930,DATE
NORP_old_catholics,Old Catholics,NORP
DATE_1950,1950,DATE
PRODUCT_population,Population,PRODUCT
GPE_statistics_city,Statistics City,GPE
PERSON_mesolithic,Mesolithic,PERSON
GPE_katzensee,Katzensee,GPE
FAC_neolithic,Neolithic,FAC
PERSON_bronze_age,Bronze Age,PERSON
PERSON_kleiner_hafner,Kleiner Hafner,PERSON
GPE_bellevue,Bellevue,GPE
GPE_rathausbrücke,Rathausbrücke,GPE
ORG_hallstatt,Hallstatt,ORG
ORG_la_tène,La Tène,ORG
GPE_höngg,Höngg,GPE
NORP_merovingian,Merovingian,NORP
LOC_st_petershügel,St. Petershügel,LOC
EVENT_sihlbühl,Sihlbühl,EVENT
DATE_6th_century,6th century,DATE
PERSON_alpine,Alpine,PERSON
NORP_celtic,Celtic,NORP
LOC_mediterranean,Mediterranean,LOC
WORK_OF_ART_the_statio_turicensis,the Statio Turicensis,WORK_OF_ART
GPE_rhaetia,Rhaetia,GPE
PERSON_weinplatz,Weinplatz,PERSON
PERSON_seefeld,Seefeld,PERSON
DATE_the_1st_to_4th_centuries,the 1st to 4th centuries,DATE
ORG_storchengasse,Storchengasse,ORG
PERSON_diana,Diana,PERSON
GPE_silvanus,Silvanus,GPE
ORG_oetenbach,Oetenbach,ORG
LOC_jupiter,Jupiter,LOC
DATE_70,70,DATE
DATE_the_early_4th_century,the early 4th century,DATE
NORP_western_roman,Western Roman,NORP
DATE_the_6th_century,the 6th century,DATE
ORG_germanic,Germanic,ORG
DATE_7th_century,7th-century,DATE
ORG_sax,sax,ORG
DATE_the_7th_and_8th_centuries,the 7th and 8th centuries,DATE
GPE_niederdorf,Niederdorf,GPE
DATE_8th_to_12th_century,8th to 12th century,DATE
NORP_carolingian,Carolingian,NORP
ORG_hildegard,Hildegard,ORG
GPE_berta,Berta,GPE
ORG_swabia,Swabia,ORG
DATE_the_10th_century,the 10th century,DATE
DATE_the_11th_and_12th_centuries,the 11th and 12th centuries,DATE
LOC_baltic_sea,Baltic Sea,LOC
DATE_1000,1000,DATE
PERSON_henry_iii,Henry III,PERSON
DATE_1045_1055,1045-1055,DATE
PERSON_otto_of_freising,Otto of Freising,PERSON
DATE_the_mid_12th_century,the mid-12th century,DATE
GPE_swabia,Swabia,GPE
PERSON_staufer_zähringer,Staufer-Zähringer,PERSON
DATE_1098,1098,DATE
PERSON_staufer,Staufer,PERSON
GPE_lenzburg,Lenzburg,GPE
PERSON_zähringen,Zähringen,PERSON
ORG_lenzburg,Lenzburg,ORG
NORP_zähringers,Zähringers,NORP
DATE_1173_to_1218,1173 to 1218,DATE
GPE_st_stephan,St. Stephan,GPE
GPE_felix,Felix,GPE
PERSON_regula,Regula,PERSON
ORG_benedictine,Benedictine,ORG
DATE_the_9th_century,the 9th century,DATE
DATE_the_end_of_the_8th_century,the end of the 8th century,DATE
ORG_charlemagne,Charlemagne,ORG
DATE_between_1100_and_1230,between 1100 and 1230,DATE
LOC_st_stephan_west,St. Stephan west,LOC
NORP_augustinian,Augustinian,NORP
GPE_st_martin,St. Martin,GPE
DATE_1127,1127,DATE
ORG_rennweg,Rennweg,ORG
DATE_the_10th_11th_century,the 10th-11th century,DATE
LOC_eastern_city,eastern city,LOC
ORG_the_guild_house,the Guild House,ORG
ORG_carpenters,Carpenters,ORG
DATE_1156,1156,DATE
DATE_the_high_middle_ages,the High Middle Ages,DATE
DATE_the_end_of_the_18th_century,the end of the 18th century,DATE
ORG_the_dukes_of_zähringen,the Dukes of Zähringen,ORG
DATE_1218,1218,DATE
DATE_the_early_13th_century,the early 13th century,DATE
DATE_1271,1271,DATE
DATE_1234,1234,DATE
DATE_the_late_13th_century,the late 13th century,DATE
ORG_the_sworn_letters,"the ""Sworn Letters",ORG
ORG_emperor_sigismund,Emperor Sigismund,ORG
DATE_1433,1433,DATE
DATE_the_late_middle_ages,the late Middle Ages,DATE
GPE_reformation,Reformation,GPE
DATE_1524,1524,DATE
ORG_obmann,Obmann,ORG
DATE_1533,1533,DATE
DATE_1347,1347,DATE
ORG_state_archives_zurich,State Archives Zurich,ORG
DATE_1220,1220,DATE
DATE_the_mid_13th_century,the mid-13th century,DATE
DATE_1250,1250,DATE
DATE_1252,1252,DATE
DATE_four_months,four months,DATE
DATE_around_1250,around 1250,DATE
DATE_1304,1304,DATE
DATE_1292,1292,DATE
DATE_1336,1336,DATE
NORP_brun,Brun,NORP
ORG_baptistal,Baptistal,ORG
DATE_six_month,six-month,DATE
PERSON_konstaffel,Konstaffel,PERSON
PERSON_rudolf_brun,Rudolf Brun,PERSON
PERSON_rapperswil,Rapperswil,PERSON
DATE_1350,1350,DATE
DATE_1798,1798,DATE
DATE_1373,1373,DATE
DATE_1393,1393,DATE
NORP_schöno,Schöno,NORP
ORG_the_great_council,the Great Council,ORG
ORG_the_small_council,the Small Council,ORG
NORP_jews,Jews,NORP
DATE_1401,1401,DATE
DATE_the_15th_century,the 15th century,DATE
ORG_waldmannhandel,Waldmannhandel,ORG
DATE_1498,1498,DATE
DATE_1490,1490,DATE
PERSON_hintersassen,Hintersassen,PERSON
ORG_the_great_council_or_council_of_two_hundred,The Great Council or Council of Two Hundred,ORG
DATE_the_late_15th_century,the late 15th century,DATE
ORG_achtzehner,Achtzehner,ORG
ORG_the_great_council_s,The Great Council's,ORG
ORG_the_secret_council,the Secret Council,ORG
DATE_1633,1633,DATE
ORG_the_ancien_régime,the Ancien Régime,ORG
DATE_1654,1654,DATE
DATE_1712_1713,1712-1713,DATE
DATE_1599,1599,DATE
DATE_1790,1790,DATE
DATE_mid_16th_century,mid-16th century,DATE
DATE_the_late_18th_century,the late 18th century,DATE
ORG_régime,Régime,ORG
DATE_the_pledge_days,the pledge days,DATE
PERSON_auf_dorf,Auf Dorf,PERSON
GPE_linden,Linden,GPE
ORG_neumarkt,Neumarkt,ORG
ORG_the_lesser_city,"the ""Lesser City",ORG
PERSON_münsterhof,Münsterhof,PERSON
ORG_talacker,Talacker,ORG
DATE_the_first_half_of_the_13th_century,the first half of the 13th century,DATE
PERSON_rathausbrücke,Rathausbrücke,PERSON
GPE_münsterbrücke,Münsterbrücke,GPE
ORG_sihl,Sihl,ORG
LOC_mühlestege,Mühlestege,LOC
DATE_1642,1642,DATE
DATE_the_18th_century,the 18th century,DATE
PERSON_hundert_schweizer_prospecte,Hundert Schweizer-Prospecte,PERSON
PERSON_johann_balthasar_bullinger,Johann Balthasar Bullinger,PERSON
GPE_department_maps,Department Maps,GPE
LOC_panoramas,Panoramas,LOC
DATE_the_14th_and_15th_centuries,the 14th and 15th centuries,DATE
GPE_grossmünster,Grossmünster,GPE
DATE_1397,1397,DATE
DATE_1694_1698,1694-1698,DATE
DATE_1468,1468,DATE
DATE_1253,1253,DATE
ORG_kaufhaus,Kaufhaus,ORG
DATE_1412,1412,DATE
ORG_bauhaus,Bauhaus,ORG
DATE_the_kratz_quarter,the Kratz quarter,DATE
DATE_the_16th_century,the 16th century,DATE
NORP_jewish,Jewish,NORP
DATE_1436,1436,DATE
GPE_froschaugasse,Froschaugasse,GPE
DATE_1633_to_1639,1633 to 1639,DATE
DATE_the_17th_and_18th_centuries,the 17th and 18th centuries,DATE
PERSON_zur_krone,Zur Krone,PERSON
PERSON_zum_florhof,Zum Florhof,PERSON
PERSON_zum_kiel,Zum Kiel,PERSON
NORP_freigut,Freigut,NORP
GPE_muralt,Muralt,GPE
GPE_brunnenhof,Brunnenhof,GPE
ORG_brun,Brun,ORG
DATE_the_plague_year_of_1350,the plague year of 1350,DATE
ORG_the_old_zurich_war,the Old Zurich War,ORG
ORG_gotthard_and_graubünden,Gotthard and Graubünden,ORG
ORG_the_south_german,the South German,ORG
PERSON_detail,Detail,PERSON
PERSON_mordechai_ben_menachem,Mordechai ben Menachem,PERSON
DATE_1330,1330,DATE
ORG_photography_city_archaeology,Photography City Archaeology,ORG
DATE_the_first_half_of_the_16th_century,the first half of the 16th century,DATE
DATE_the_mid_century,the mid-century,DATE
DATE_1620,1620,DATE
NORP_huguenots,Huguenots,NORP
ORG_the_commercial_directorate,the Commercial Directorate,ORG
DATE_1662,1662,DATE
ORG_marchand_banquiers,Marchand-Banquiers,ORG
ORG_interest_commission,Interest Commission,ORG
DATE_1755,1755,DATE
GPE_geneva,Geneva,GPE
DATE_the_mid_19th_century,the mid-19th century,DATE
DATE_between_the_9th_and_12th_centuries,Between the 9th and 12th centuries,DATE
DATE_the_first_half_of_the_12th_century,the first half of the 12th century,DATE
ORG_urbani,urbani,ORG
DATE_kratz_quarter,Kratz quarter,DATE
DATE_1409,1409,DATE
NORP_parish,Parish,NORP
ORG_hintersassen,Hintersassen,ORG
DATE_1818,1818,DATE
LOC_the_boy_shooting,The Boy Shooting,LOC
EVENT_the_thirty_years_war,the Thirty Years' War,EVENT
GPE_st_jakob,St. Jakob,GPE
PERSON_spanweid,Spanweid,PERSON
GPE_oetenbach,Oetenbach,GPE
NORP_franciscans,Franciscans,NORP
PRODUCT_beghards,Beghards,PRODUCT
DATE_1525,1525,DATE
DATE_antistes,Antistes,DATE
ORG_grossmünster,Grossmünster,ORG
DATE_1685,1685,DATE
NORP_latin,Latin,NORP
PERSON_carolinum,Carolinum,PERSON
PERSON_huldrych_zwingli,Huldrych Zwingli,PERSON
LOC_collegium,Collegium,LOC
DATE_1774,1774,DATE
DATE_1782,1782,DATE
DATE_1645,1645,DATE
DATE_the_first_half_of_the_17th_century,the first half of the 17th century,DATE
DATE_the_same_century,the same century,DATE
DATE_1679,1679,DATE
FAC_collegium,Collegium,FAC
DATE_1746,1746,DATE
DATE_1765,1765,DATE
DATE_1613,1613,DATE
ORG_society_at_the_music_hall,Society at the Music Hall,ORG
DATE_1624,1624,DATE
PERSON_johann_jakob_breitinger,Johann Jakob Breitinger,PERSON
DATE_1575_1645,1575-1645,DATE
PERSON_johann_jakob_bodmer,Johann Jakob Bodmer,PERSON
DATE_1701_1776,1701-1776,DATE
PERSON_johann_heinrich_füssli,Johann Heinrich Füssli,PERSON
PERSON_salomon_gessner,Salomon Gessner,PERSON
PERSON_johann_kaspar_lavater,Johann Kaspar Lavater,PERSON
PERSON_johann_heinrich_rahn,Johann Heinrich Rahn,PERSON
DATE_the_19th_and_20th_centuries,the 19th and 20th centuries,DATE
EVENT_the_helvetic_revolution_of,the Helvetic Revolution of,EVENT
NORP_mediation,Mediation,NORP
DATE_two_year,two-year,DATE
DATE_1803,1803,DATE
DATE_1816,1816,DATE
ORG_great_council,Great Council,ORG
ORG_the_larger_city_council,the Larger City Council,ORG
DATE_1831,1831,DATE
ORG_small_city_council,Small City Council,ORG
ORG_large_city_council,Large City Council,ORG
DATE_1866,1866,DATE
ORG_small_and_large_city_councils,Small and Large City Councils,ORG
ORG_the_large_city_council,the Large City Council,ORG
DATE_1933,1933,DATE
DATE_1969,1969,DATE
DATE_1970,1970,DATE
DATE_2010,2010,DATE
PERSON_oberdorf,Oberdorf,PERSON
PERSON_kleine_stadt,Kleine Stadt,PERSON
DATE_the_19th_century,the 19th century,DATE
PERSON_altstadt,Altstadt,PERSON
NORP_fluntern,Fluntern,NORP
PERSON_industriequartier,Industriequartier,PERSON
GPE_witikon,Witikon,GPE
ORG_albisrieden_and_altstetten,Albisrieden and Altstetten,ORG
ORG_affoltern,Affoltern,ORG
PERSON_seebach,Seebach,PERSON
DATE_1883,1883,DATE
PERSON_ernst_conrad,Ernst Conrad,PERSON
DATE_1799_to_mid_19th_century,1799 to mid-19th century,DATE
NORP_conservatives,conservatives,NORP
DATE_1830,1830,DATE
DATE_1845,1845,DATE
DATE_the_1860s,the 1860s,DATE
DATE_mid_19th_century,mid-19th century,DATE
ORG_the_democratic_movement,the democratic movement,ORG
PERSON_jakob_schnurrenberger,Jakob Schnurrenberger,PERSON
ORG_the_small_city_council,the Small City Council,ORG
NORP_democrats,Democrats,NORP
ORG_the_free_democratic_party,the Free Democratic Party,ORG
DATE_1928,1928,DATE
PERSON_max_dalang,Max Dalang,PERSON
ORG_the_social_democratic_party,the Social Democratic Party,ORG
PERSON_otto_baumberger,Otto Baumberger,PERSON
DATE_1931,1931,DATE
ORG_museum_of_design_zurich,Museum of Design Zurich,ORG
ORG_zurich_university_of_the_arts,Zurich University of the Arts,ORG
ORG_the_large_city_council_or_municipal_council,the Large City Council or Municipal Council,ORG
DATE_1917,1917,DATE
ORG_sp,SP,ORG
DATE_1928_1938,1928-1938,DATE
DATE_1938,1938,DATE
ORG_the_national_ring_of_independents,the National Ring of Independents (,ORG
ORG_ldu,LdU,ORG
ORG_cvp,CVP,ORG
ORG_christian_social_party,Christian Social Party,ORG
ORG_the_evangelical_people_s_party,the Evangelical People's Party,ORG
DATE_the_late_1970s,the late 1970s,DATE
DATE_2002,2002,DATE
ORG_svp,SVP,ORG
ORG_the_farmers_trades,"the Farmers, Trades",ORG
ORG_citizens_party,Citizens Party,ORG
ORG_fdp,FDP,ORG
ORG_the_democratic_party,the democratic party,ORG
DATE_1892_1901,1892-1901,DATE
PERSON_red_zurich,Red Zurich,PERSON
DATE_1949,1949,DATE
PERSON_adolf_lüchinger,Adolf Lüchinger,PERSON
PERSON_emilie_lieberherr,Emilie Lieberherr,PERSON
DATE_1990,1990,DATE
DATE_1994,1994,DATE
GPE_the_helvetic_republic,the Helvetic Republic,GPE
DATE_1802,1802,DATE
DATE_1835,1835,DATE
ORG_the_relief_society_or_community_society,the Relief Society or Community Society,ORG
DATE_the_20th_century,the 20th century,DATE
DATE_19th_century,19th century,DATE
WORK_OF_ART_voluntary_and_resident_poor_relief_of_the_city_of_zurich,Voluntary and Resident Poor Relief of the City of Zurich,WORK_OF_ART
DATE_1878_1929,1878-1929,DATE
DATE_1778,1778,DATE
ORG_industriequartier,Industriequartier,ORG
DATE_1974,1974,DATE
FAC_the_botanical_garden_of,the Botanical Garden of,FAC
PERSON_eduard_schucht,Eduard Schucht,PERSON
GPE_the_city_of_zurich,the City of Zurich,GPE
ORG_city_archive_zurich,City Archive Zurich,ORG
ORG_planning_archive,Planning Archive,ORG
DATE_1860_1873,1860-1873,DATE
DATE_1923,1923,DATE
GPE_albula,Albula,GPE
GPE_heidsee,Heidsee,GPE
