place_id,name,location_raw,location_normalized
place_dolderpark_zurich_switzerland,"Dolderpark, Zurich, Switzerland",Dolderpark,"Dolderpark, Zurich, Switzerland"
place_kreuzkirche_zurich_switzerland,"Kreuzkirche, Zurich, Switzerland",Kreuzkirche,"Kreuzkirche, Zurich, Switzerland"
place_römerhof_zurich_switzerland,"Römerhof, Zurich, Switzerland",Römerhof,"Römerhof, Zurich, Switzerland"
place_st_antonius_church_zurich_switzerland,"St. Antonius Church, Zurich, Switzerland",St. Antonius church,"St. Antonius Church, Zurich, Switzerland"
place_bahnhof_stadelhofen_zurich_switzerland,"Bahnhof Stadelhofen, Zurich, Switzerland",Kreuzplatz-Bahnhof Stadelhofen,"Bahnhof Stadelhofen, Zurich, Switzerland"
place_high_promenade_zurich_switzerland,"High Promenade, Zurich, Switzerland",High Promenade,"High Promenade, Zurich, Switzerland"
place_nägeli_monument_zurich_switzerland,"Nägeli Monument, Zurich, Switzerland",Nägeli Monument,"Nägeli Monument, Zurich, Switzerland"
place_french_and_english_churches,French and English churches,French and English churches,
place_city_theater,city theater,city theater,
place_old_theater_at_untern_zäune,old theater at Untern Zäune,old theater at Untern Zäune,
place_corso_theater_zurich_switzerland,"Corso Theater, Zurich, Switzerland",Corso Theater,"Corso Theater, Zurich, Switzerland"
place_tonhalleplatz_zurich_switzerland,"Tonhalleplatz, Zurich, Switzerland",old Tonhalle square,"Tonhalleplatz, Zurich, Switzerland"
place_heimplatz_zurich_switzerland,"Heimplatz, Zurich, Switzerland",Heimplatz,"Heimplatz, Zurich, Switzerland"
place_pfauen_theater_zurich_switzerland,"Pfauen Theater, Zurich, Switzerland",Pfauen Theater,"Pfauen Theater, Zurich, Switzerland"
place_upper_court,upper court,upper court,
place_obmann_office,Obmann office,Obmann office,
place_botanical_garden,botanical garden,botanical garden,
place_selnau_zurich_switzerland,"Selnau, Zurich, Switzerland",Selnau,"Selnau, Zurich, Switzerland"
place_sihl_valley_railway_station,Sihl valley railway station,Sihl valley railway station,
place_badenerstrasse,Badenerstrasse,Badenerstrasse,
place_saint_jakob_s_church,Saint Jakob's Church,Saint Jakob's Church,
place_peter_tower_zurich_switzerland,"Peter Tower, Zurich, Switzerland",Peter tower,"Peter Tower, Zurich, Switzerland"
place_right_bank_of_limmat_river_zurich_switzerland,"Right bank of Limmat River, Zurich, Switzerland",right bank between the Limmat and Zäune-Neumarkt-Rindermarkt,"Right bank of Limmat River, Zurich, Switzerland"
place_kirchgasse_zurich_switzerland,"Kirchgasse, Zurich, Switzerland",Kirchgasse,"Kirchgasse, Zurich, Switzerland"
place_schipfe_zurich_switzerland,"Schipfe, Zurich, Switzerland",Schipfe,"Schipfe, Zurich, Switzerland"
place_lower_zäune,lower Zäune,lower Zäune,
place_lägern_dielsdorf_zurich_switzerland,"Lägern, Dielsdorf, Zurich, Switzerland",Dielsdorf Lägern,"Lägern, Dielsdorf, Zurich, Switzerland"
place_solothurn_switzerland,"Solothurn, Switzerland",Solothurn,"Solothurn, Switzerland"
place_black_forest_germany,"Black Forest, Germany",Black Forest,"Black Forest, Germany"
place_albthal_black_forest_germany,"Albthal, Black Forest, Germany",Albthal,"Albthal, Black Forest, Germany"
place_lake_langensee_ticino_switzerland,"Lake Langensee, Ticino, Switzerland",Lake Langensee,"Lake Langensee, Ticino, Switzerland"
place_baveno_piedmont_italy,"Baveno, Piedmont, Italy",Baveno,"Baveno, Piedmont, Italy"
place_gotthard_railway,Gotthard railway,Gotthard railway,
place_savonnières_france,"Savonnières, France",Savonnières,"Savonnières, France"
place_france,France,France,France
place_zwingli_monument_zurich_switzerland,"Zwingli Monument, Zurich, Switzerland",Zwingli monument,"Zwingli Monument, Zurich, Switzerland"
place_wasserkirche_zurich_switzerland,"Wasserkirche, Zurich, Switzerland",Wasserkirche,"Wasserkirche, Zurich, Switzerland"
place_stadthausplatz_zurich_switzerland,"Stadthausplatz, Zurich, Switzerland",Stadthausplatz,"Stadthausplatz, Zurich, Switzerland"
place_enge_park_zurich_switzerland,"Enge Park, Zurich, Switzerland",Enge park,"Enge Park, Zurich, Switzerland"
place_resident_population,resident population,resident population,
place_cologne_germany,"Cologne, Germany",Cologne,"Cologne, Germany"
place_wrocław_poland,"Wrocław, Poland",Breslau,"Wrocław, Poland"
place_dresden_germany,"Dresden, Germany",Dresden,"Dresden, Germany"
place_nuremberg_germany,"Nuremberg, Germany",Nuremberg,"Nuremberg, Germany"
place_district_i,District I,District I,
place_gemüsemarkt,Gemüsemarkt,Gemüsemarkt,
place_st_peter_s_church,St. Peter's Church,St. Peter's Church,
place_inner_city,inner city,inner city,
place_outer_districts,outer districts,outer districts,
place_house_zum_schwert,house “zum Schwert”,house “zum Schwert”,
place_three_mills,three mills,three mills,
place_hardturm_bridge_zurich_switzerland,"Hardturm Bridge, Zurich, Switzerland",bridge at Hardturm,"Hardturm Bridge, Zurich, Switzerland"
place_platzspitz_zurich_switzerland,"Platzspitz, Zurich, Switzerland",Platzspitz,"Platzspitz, Zurich, Switzerland"
place_weinplatz_zurich_switzerland,"Weinplatz, Zurich, Switzerland",Weinplatz,"Weinplatz, Zurich, Switzerland"
place_town_hall,town hall,town hall,
place_lower_vegetable_bridge,lower (vegetable) bridge,lower (vegetable) bridge,
place_winkelwies_on_the_geissberg,Winkelwies on the Geissberg,Winkelwies on the Geissberg,
place_high_promenade_with_old_churchyard,"High Promenade, with old churchyard","High Promenade, with old churchyard",
place_stadelhoferplatz_zurich_switzerland,"Stadelhoferplatz, Zurich, Switzerland",Stadelhoferplatz,"Stadelhoferplatz, Zurich, Switzerland"
place_town_hall_facilities,town hall facilities,town hall facilities,
place_large_quays_with_the_wonderful_quay_facilities,large quays with the wonderful quay facilities,large quays with the wonderful quay facilities,
place_rotwand_area,Rotwand area,Rotwand area,
place_city_alleys,city alleys,city alleys,
place_hotel_parks_baur_au_lac_dolder,"hotel parks (Baur au Lac, Dolder)","hotel parks (Baur au Lac, Dolder)",
place_forest_promenade_facilities_on_the_zurichberg_käferberg_and_uetliberg,"forest promenade facilities on the Zurichberg, Käferberg, and Uetliberg","forest promenade facilities on the Zurichberg, Käferberg, and Uetliberg",
place_beautification_association_of_zurich_and_surroundings,Beautification Association of Zurich and Surroundings,Beautification Association of Zurich and Surroundings,
place_manessebrünneli_uetliberg_zurich_switzerland,"Manessebrünneli, Uetliberg, Zurich, Switzerland",Manessebrünneli at Uetliberg,"Manessebrünneli, Uetliberg, Zurich, Switzerland"
place_waldhüsli,Waldhüsli,Waldhüsli,
place_elephant,Elephant,Elephant,
place_grandmother_beech,Grandmother Beech,Grandmother Beech,
place_battle_memorial_1799,Battle Memorial [1799],Battle Memorial [1799],
place_sagentobel_zurich_switzerland,"Sagentobel, Zurich, Switzerland",Waterfall in Sagentobel,"Sagentobel, Zurich, Switzerland"
place_stöckentobel_zurich_switzerland,"Stöckentobel, Zurich, Switzerland",Stöckentobel,"Stöckentobel, Zurich, Switzerland"
place_weidberg_zurich_switzerland,"Weidberg, Zurich, Switzerland",Weidberg,"Weidberg, Zurich, Switzerland"
place_black_forest_baden_württemberg_germany,"Black Forest, Baden-Württemberg, Germany",Black Forest,"Black Forest, Baden-Württemberg, Germany"
place_vosges_grand_est_france,"Vosges, Grand Est, France",Vosges,"Vosges, Grand Est, France"
place_aare_river_switzerland,"Aare River, Switzerland",Aare,"Aare River, Switzerland"
place_jura_mountains_switzerland_france,"Jura Mountains, Switzerland/France",Jura,"Jura Mountains, Switzerland/France"
place_hegau_volcanic_cones_of_hoherstoffel_and_hohentwiel,Hegau volcanic cones of Hoherstoffel and Hohentwiel,Hegau volcanic cones of Hoherstoffel and Hohentwiel,
place_alps,Alps,Alps,Alps
place_säntis_appenzell_ausserrhoden_switzerland,"Säntis, Appenzell Ausserrhoden, Switzerland",Säntis,"Säntis, Appenzell Ausserrhoden, Switzerland"
place_bernese_oberland_bern_switzerland,"Bernese Oberland, Bern, Switzerland",Bernese Oberland,"Bernese Oberland, Bern, Switzerland"
place_spelterini_s_balloon_perspective,Spelterini’s balloon perspective,Spelterini’s balloon perspective,
place_lakeside_villages,lakeside villages,lakeside villages,
place_sihlwald_zurich_switzerland,"Sihlwald, Zurich, Switzerland",city forest Sihlwald,"Sihlwald, Zurich, Switzerland"
place_municipal_game_park,municipal game park,municipal game park,
place_house_zum_rüden,House zum Rüden,House zum Rüden,
place_petersstrasse_zurich_switzerland,"Petersstrasse, Zurich, Switzerland",Petersstrasse,"Petersstrasse, Zurich, Switzerland"
place_münzplatz_zurich_switzerland,"Münzplatz, Zurich, Switzerland",Münzplatz,"Münzplatz, Zurich, Switzerland"
place_uraniastrasse_zurich_switzerland,"Uraniastrasse, Zurich, Switzerland",Uraniastrasse,"Uraniastrasse, Zurich, Switzerland"
place_sihlhofstrasse_zurich_switzerland,"Sihlhofstrasse, Zurich, Switzerland",Sihlhofstrasse,"Sihlhofstrasse, Zurich, Switzerland"
place_usteristrasse_zurich_switzerland,"Usteristrasse, Zurich, Switzerland",Usteristrasse,"Usteristrasse, Zurich, Switzerland"
place_schweizergasse_zurich_switzerland,"Schweizergasse, Zurich, Switzerland",Schweizergasse,"Schweizergasse, Zurich, Switzerland"
place_lintheschergasse_zurich_switzerland,"Lintheschergasse, Zurich, Switzerland",Lintheschergasse,"Lintheschergasse, Zurich, Switzerland"
place_schützengasse_zurich_switzerland,"Schützengasse, Zurich, Switzerland",Schützengasse,"Schützengasse, Zurich, Switzerland"
place_rathausquai_zurich_switzerland,"Rathausquai, Zurich, Switzerland",Rathausquai (under the arches),"Rathausquai, Zurich, Switzerland"
place_rathausbrücke_zurich_switzerland,"Rathausbrücke, Zurich, Switzerland",Rathausbrücke,"Rathausbrücke, Zurich, Switzerland"
place_hirschengraben_zurich_switzerland,"Hirschengraben, Zurich, Switzerland",Hirschengraben,"Hirschengraben, Zurich, Switzerland"
place_stauffacherstrasse_zurich_switzerland,"Stauffacherstrasse, Zurich, Switzerland",Stauffacherstrasse,"Stauffacherstrasse, Zurich, Switzerland"
place_bülach_zurich_switzerland,"Bülach, Zurich, Switzerland",Bülach,"Bülach, Zurich, Switzerland"
place_dielsdorf_zurich_switzerland,"Dielsdorf, Zurich, Switzerland",Dielsdorf,"Dielsdorf, Zurich, Switzerland"
place_horgen_zurich_switzerland,"Horgen, Zurich, Switzerland",Horgen,"Horgen, Zurich, Switzerland"
place_uster_zurich_switzerland,"Uster, Zurich, Switzerland",Uster,"Uster, Zurich, Switzerland"
place_cantons_of_aargau_and_zug,cantons of Aargau and Zug,cantons of Aargau and Zug,
place_alsace_france,"Alsace, France",Alsace,"Alsace, France"
place_rafzerfeld_switzerland,"Rafzerfeld, Switzerland",Rafzerfeld,"Rafzerfeld, Switzerland"
place_women_s_association_for_temperance_and_public_welfare,Women’s Association for Temperance and Public Welfare,Women’s Association for Temperance and Public Welfare,
place_zurichberg,Zurichberg,Zurichberg,
place_zum_blauen_seidenhof,zum blauen Seidenhof,zum blauen Seidenhof,
place_zum_olivenbaum,zum Olivenbaum,zum Olivenbaum,
place_karl_dem_grossen,Karl dem Grossen,Karl dem Grossen,
place_nidelbad,Nidelbad,Nidelbad,
place_waid,Waid,Waid,
place_rennweg,Rennweg,Rennweg,
place_mühlesteg_zurich_switzerland,"Mühlesteg, Zurich, Switzerland",the upper Mühlesteg,"Mühlesteg, Zurich, Switzerland"
place_polytechnic,Polytechnic,Polytechnic,
place_schmelzberg_above_the_observatory,Schmelzberg above the observatory,Schmelzberg above the observatory,
place_pumping_station,pumping station,pumping station,
place_letten_zurich_switzerland,"Letten, Zurich, Switzerland",Letten,"Letten, Zurich, Switzerland"
place_drahtschmidli_zurich_switzerland,"Drahtschmidli, Zurich, Switzerland",Drahtschmidli,"Drahtschmidli, Zurich, Switzerland"
place_langensteinen_oberstrass,Langensteinen (Oberstrass),Langensteinen (Oberstrass),
place_the_little_castle_on_the_zurichberg,the little castle on the Zurichberg,the little castle on the Zurichberg,
place_letten_pumping_station_zurich_switzerland,"Letten pumping station, Zurich, Switzerland",Letten pumping station,"Letten pumping station, Zurich, Switzerland"
place_the_new_great_filtration_plant,the new great filtration plant,the new great filtration plant,
place_kreuzkirche,Kreuzkirche,Kreuzkirche,
place_neumünster,Neumünster,Neumünster,
place_lorze_switzerland,"Lorze, Switzerland",Lorze,"Lorze, Switzerland"
place_the_church_of_enge,the Church of Enge,the Church of Enge,
place_sihl_and_lorze_valleys,Sihl and Lorze valleys,Sihl and Lorze valleys,
place_sihlsprung_menzingen_zug_switzerland,"Sihlsprung, Menzingen, Zug, Switzerland",Sihlsprung-Menzingen,"Sihlsprung, Menzingen, Zug, Switzerland"
place_nagelfluh_plate,Nagelfluh plate,Nagelfluh plate,
place_sihl_springs_zurich_switzerland,"Sihl Springs, Zurich, Switzerland",Sihl springs,"Sihl Springs, Zurich, Switzerland"
place_lorze_springs_zurich_switzerland,"Lorze Springs, Zurich, Switzerland",Lorze springs,"Lorze Springs, Zurich, Switzerland"
place_sihlbrugg_zurich_switzerland,"Sihlbrugg, Zurich, Switzerland",Sihlbrugg,"Sihlbrugg, Zurich, Switzerland"
place_sihl_lorze_springs,Sihl-Lorze springs,Sihl-Lorze springs,
place_lorze_valley_switzerland,"Lorze Valley, Switzerland",Lorze valley,"Lorze Valley, Switzerland"
place_hospitals,hospitals,hospitals,
place_poor_patients,poor patients,poor patients,
place_district_2_zurich_switzerland,"District 2, Zurich, Switzerland",District II,"District 2, Zurich, Switzerland"
place_manegg_zurich_switzerland,"Manegg, Zurich, Switzerland",Manegg,"Manegg, Zurich, Switzerland"
place_district_3_zurich_switzerland,"District 3, Zurich, Switzerland",District III,"District 3, Zurich, Switzerland"
place_sihlfeld_cemetery_zurich_switzerland,"Sihlfeld Cemetery, Zurich, Switzerland",Cemetery Sihlfeld sections B and C,"Sihlfeld Cemetery, Zurich, Switzerland"
place_old_cemeteries_aussersihl_and_wiedikon,old cemeteries Aussersihl and Wiedikon,old cemeteries Aussersihl and Wiedikon,
place_nordheim,Nordheim,Nordheim,
place_district_v,District V,District V,
place_realp_uri_switzerland,"Realp, Uri, Switzerland",Realp,"Realp, Uri, Switzerland"
place_enzenbühl,Enzenbühl,Enzenbühl,
place_old_cemetery_neumünster,old cemetery Neumünster,old cemetery Neumünster,
place_cemetery_allmend_muntern,cemetery Allmend Muntern,cemetery Allmend Muntern,
place_neumünster_cemetery,Neumünster cemetery,Neumünster cemetery,
place_central_cemetery_crematorium,central cemetery crematorium,central cemetery crematorium,
place_stadthausquai_zurich_switzerland,"Stadthausquai, Zurich, Switzerland",Stadthausquai,"Stadthausquai, Zurich, Switzerland"
place_anlage_enge_zurich_switzerland,"Anlage Enge, Zurich, Switzerland",Anlage Enge,"Anlage Enge, Zurich, Switzerland"
place_zurichberg_adlisberg_zurich_switzerland,"Zurichberg-Adlisberg, Zurich, Switzerland",Zurichberg-Adlisberg,"Zurichberg-Adlisberg, Zurich, Switzerland"
place_stadelhofen_zurich_switzerland,"Stadelhofen, Zurich, Switzerland",Stadelhofen,"Stadelhofen, Zurich, Switzerland"
place_tiefenbrunnen_zurich_switzerland,"Tiefenbrunnen, Zurich, Switzerland",Tiefenbrunnen,"Tiefenbrunnen, Zurich, Switzerland"
place_right_bank,right bank,right bank,
place_selnau_station_zurich_switzerland,"Selnau station, Zurich, Switzerland",Selnau station,"Selnau station, Zurich, Switzerland"
place_uetliberg_railway_zurich_switzerland,"Uetliberg railway, Zurich, Switzerland",Uetliberg railway,"Uetliberg railway, Zurich, Switzerland"
place_sihl_valley_railway_zurich_switzerland,"Sihl Valley railway, Zurich, Switzerland",Sihl valley railway,"Sihl Valley railway, Zurich, Switzerland"
place_binz_zurich_switzerland,"Binz, Zurich, Switzerland",Binz,"Binz, Zurich, Switzerland"
place_waldegg_zurich_switzerland,"Waldegg, Zurich, Switzerland",Waldegg,"Waldegg, Zurich, Switzerland"
place_giesshübel_zurich_switzerland,"Giesshübel, Zurich, Switzerland",Giesshübel,"Giesshübel, Zurich, Switzerland"
place_brunau_zurich_switzerland,"Brunau, Zurich, Switzerland",Brunau,"Brunau, Zurich, Switzerland"
place_sood_zurich_switzerland,"Sood, Zurich, Switzerland",Sod,"Sood, Zurich, Switzerland"
place_adliswil_zurich_switzerland,"Adliswil, Zurich, Switzerland",Adliswil,"Adliswil, Zurich, Switzerland"
place_thalwil_zug_railway_line_switzerland,"Thalwil-Zug railway line, Switzerland",federal railway line Thalwil-Zug,"Thalwil-Zug railway line, Switzerland"
place_winterthur_zurich_switzerland,"Winterthur, Zurich, Switzerland",Winterthur,"Winterthur, Zurich, Switzerland"
place_zug_switzerland,"Zug, Switzerland",Zug,"Zug, Switzerland"
place_maur_zurich_switzerland,"Maur, Zurich, Switzerland",Maur,"Maur, Zurich, Switzerland"
place_zumikon_zurich_switzerland,"Zumikon, Zurich, Switzerland",Zumikon,"Zumikon, Zurich, Switzerland"
place_burgwies_zurich_switzerland,"Burgwies, Zurich, Switzerland",Burgwies,"Burgwies, Zurich, Switzerland"
place_limmat_valley_switzerland,"Limmat Valley, Switzerland",Limmat Valley,"Limmat Valley, Switzerland"
place_marienstrasse_zurich_switzerland,"Marienstrasse, Zurich, Switzerland",Marienstrasse,"Marienstrasse, Zurich, Switzerland"
place_altstetten_schlieren_dietikon,Altstetten-Schlieren-Dietikon,Altstetten-Schlieren-Dietikon,
place_mutschellen_switzerland,"Mutschellen, Switzerland",Mutschellen,"Mutschellen, Switzerland"
place_bremgarten_aargau_switzerland,"Bremgarten, Aargau, Switzerland",Bremgarten,"Bremgarten, Aargau, Switzerland"
place_unterengstringen_zurich_switzerland,"Unterengstringen, Zurich, Switzerland",Unterengstringen,"Unterengstringen, Zurich, Switzerland"
place_kloster_fahr_zurich_switzerland,"Kloster Fahr, Zurich, Switzerland",Kloster Fahr,"Kloster Fahr, Zurich, Switzerland"
place_weiningen_zurich_switzerland,"Weiningen, Zurich, Switzerland",Weiningen,"Weiningen, Zurich, Switzerland"
place_hoengg_zurich_switzerland,"Hoengg, Zurich, Switzerland",Hoengg,"Hoengg, Zurich, Switzerland"
place_oerlikon_seebach_glattbrugg,Oerlikon-Seebach-Glattbrugg,Oerlikon-Seebach-Glattbrugg,
place_schwamendingen_zurich_switzerland,"Schwamendingen, Zurich, Switzerland",Schwamendingen,"Schwamendingen, Zurich, Switzerland"
place_rigiplatz_zurich_switzerland,"Rigiplatz, Zurich, Switzerland",Rigiplatz,"Rigiplatz, Zurich, Switzerland"
place_rigiviertel_zurich_switzerland,"Rigiviertel, Zurich, Switzerland",Rigiviertel,"Rigiviertel, Zurich, Switzerland"
place_waldhaus_dolder_zurich_switzerland,"Waldhaus Dolder, Zurich, Switzerland",Waldhaus Dolder,"Waldhaus Dolder, Zurich, Switzerland"
place_grand_hotel_dolder_zurich_switzerland,"Grand Hotel Dolder, Zurich, Switzerland",Grand Hotel Dolder,"Grand Hotel Dolder, Zurich, Switzerland"
place_wolfbach,Wolfbach,Wolfbach,
place_upper_mühlesteg,upper Mühlesteg,upper Mühlesteg,
place_klosbach,Klosbach,Klosbach,
place_lindenbach,Lindenbach,Lindenbach,
place_kilchberg_zurich_switzerland,"Kilchberg, Zurich, Switzerland",Kilchberg,"Kilchberg, Zurich, Switzerland"
place_albisrieden_altstetten,Albisrieden-Altstetten,Albisrieden-Altstetten,
place_helmhaus_zurich_switzerland,"Helmhaus, Zurich, Switzerland",Helmhaus,"Helmhaus, Zurich, Switzerland"
place_predigerkirche_zurich_switzerland,"Predigerkirche, Zurich, Switzerland",Predigerkirche,"Predigerkirche, Zurich, Switzerland"
place_museum_of_applied_arts_zurich_switzerland,"Museum of Applied Arts, Zurich, Switzerland",Museum of Applied Arts,"Museum of Applied Arts, Zurich, Switzerland"
place_police_barracks,police barracks,police barracks,
place_state_archives_of_zurich_zurich_switzerland,"State Archives of Zurich, Zurich, Switzerland",state archives,"State Archives of Zurich, Zurich, Switzerland"
place_pestalozzianum_zurich_switzerland,"Pestalozzianum, Zurich, Switzerland",Pestalozzianum,"Pestalozzianum, Zurich, Switzerland"
place_museum,Museum,Museum,
place_seilergraben_zurich_switzerland,"Seilergraben, Zurich, Switzerland",Seilergraben,"Seilergraben, Zurich, Switzerland"
place_the_pestalozzi_society,the Pestalozzi society,the Pestalozzi society,
place_switzerland,Switzerland,Switzerland,Switzerland
place_pestalozzianum,Pestalozzianum,Pestalozzianum,
place_wollenhof_zurich_switzerland,"Wollenhof, Zurich, Switzerland",Wollenhof,"Wollenhof, Zurich, Switzerland"
place_municipal_zoological_museum,Municipal zoological museum,Municipal zoological museum,
place_nageli_museum,Nageli Museum,Nageli Museum,
place_mythenquai_zurich_switzerland,"Mythenquai, Zurich, Switzerland",Mythenquai,"Mythenquai, Zurich, Switzerland"
place_künstlergütli_zurich_switzerland,"Künstlergütli, Zurich, Switzerland",Künstlergütli,"Künstlergütli, Zurich, Switzerland"
place_zurich_art_society,Zurich Art Society,Zurich Art Society,
place_künstlerhaus_zurich_switzerland,"Künstlerhaus, Zurich, Switzerland",Künstlerhaus,"Künstlerhaus, Zurich, Switzerland"
place_bonaduz_graubünden_switzerland,"Bonaduz, Graubünden, Switzerland",Bonaduz,"Bonaduz, Graubünden, Switzerland"
place_messina_italy,"Messina, Italy",Messina,"Messina, Italy"
place_st_peter_zurich_switzerland,"St. Peter, Zurich, Switzerland",St. Peter,"St. Peter, Zurich, Switzerland"
place_predigern_zurich_switzerland,"Predigern, Zurich, Switzerland",Predigern,"Predigern, Zurich, Switzerland"
place_neumünster_zurich_switzerland,"Neumünster, Zurich, Switzerland",Neumünster,"Neumünster, Zurich, Switzerland"
place_french_parish,French parish,French parish,
place_old_catholic_parish,Old Catholic parish,Old Catholic parish,
place_evangelical_lutheran_kreuzgemeinde,Evangelical-Lutheran Kreuzgemeinde,Evangelical-Lutheran Kreuzgemeinde,
place_roman_catholic_parishes_st_peter_and_paul_and_unterstrass_zurich,Roman Catholic parishes St. Peter and Paul and Unterstrass-Zurich,Roman Catholic parishes St. Peter and Paul and Unterstrass-Zurich,
place_episcopal_methodist_church,episcopal Methodist church,episcopal Methodist church,
place_israelite_religious_community,Israelite religious community,Israelite religious community,
place_city_districts,city districts,city districts,
place_city_council,city council,city council,
place_city_president,city president,city president,
place_large_city_council,large city council,large city council,
place_community,community,community,
place_central_school_board,central school board,central school board,
place_small_city_council,small city council,small city council,
place_district_school_boards,district school boards,district school boards,
place_municipal_employment_office,municipal employment office,municipal employment office,
place_unemployment_commission,unemployment commission,unemployment commission,
place_special_office_for_housing_registration,special office for housing registration,special office for housing registration,
place_large_and_small_hafner,large and small Hafner,large and small Hafner,
place_bauschanze,Bauschanze,Bauschanze,
place_haumesser,Haumesser,Haumesser,
place_burghölzli,Burghölzli,Burghölzli,
place_rebhügel,Rebhügel,Rebhügel,
place_bäckerstrasse_zurich_3_zurich_switzerland,"Bäckerstrasse, Zurich 3, Zurich, Switzerland",Bäckerstrasse in Zurich III,"Bäckerstrasse, Zurich 3, Zurich, Switzerland"
place_peterskirche_zurich_switzerland,"Peterskirche, Zurich, Switzerland",Peterskirche,"Peterskirche, Zurich, Switzerland"
place_enge_s_sternen,Enge’s Sternen,Enge’s Sternen,
place_gallows_near_albisrieden,gallows near Albisrieden,gallows near Albisrieden,
place_waid_near_wipkingen,Waid near Wipkingen,Waid near Wipkingen,
place_zentralhof_zurich_switzerland,"Zentralhof, Zurich, Switzerland",Zentralhof,"Zentralhof, Zurich, Switzerland"
place_münsterhof_zurich_switzerland,"Münsterhof, Zurich, Switzerland",Münsterhof,"Münsterhof, Zurich, Switzerland"
place_tiefenhöfe_zurich_switzerland,"Tiefenhöfe, Zurich, Switzerland",Tiefenhöfe,"Tiefenhöfe, Zurich, Switzerland"
place_sihlfeld_zurich_switzerland,"Sihlfeld, Zurich, Switzerland",Sihlfeld,"Sihlfeld, Zurich, Switzerland"
place_meat_hall,meat hall,meat hall,
place_alte_landstrasse,alte Landstrasse,alte Landstrasse,
place_grossmünster_and_fraumünster_zurich_switzerland,"Grossmünster and Fraumünster, Zurich, Switzerland",Gross- and Fraumünster,"Grossmünster and Fraumünster, Zurich, Switzerland"
place_burghölzli_zurich_switzerland,"Burghölzli, Zurich, Switzerland",Burghölzli,"Burghölzli, Zurich, Switzerland"
place_entibühl_above_balgrist,Entibühl above Balgrist,Entibühl above Balgrist,
place_rebhügel_wiedikon_zurich_switzerland,"Rebhügel, Wiedikon, Zurich, Switzerland",Rebhügel Wiedikon,"Rebhügel, Wiedikon, Zurich, Switzerland"
place_bäckerstrasse_zurich_switzerland,"Bäckerstrasse, Zurich, Switzerland",Bäckerstrasse in Zurich III,"Bäckerstrasse, Zurich, Switzerland"
place_zurich_witikon_road,Zurich-Witikon road,Zurich-Witikon road,
place_canton_of_zurich_switzerland,"Canton of Zurich, Switzerland",Canton Zurich,"Canton of Zurich, Switzerland"
place_district_zurich,district Zurich,district Zurich,
place_cantons_zurich_schwyz_and_st_gallen,"Cantons Zurich, Schwyz, and St. Gallen","Cantons Zurich, Schwyz, and St. Gallen",
place_lake_constance_switzerland,"Lake Constance, Switzerland",Lake Constance,"Lake Constance, Switzerland"
place_hirzli_switzerland,"Hirzli, Switzerland",Hirzli,"Hirzli, Switzerland"
place_schänniserberg_switzerland,"Schänniserberg, Switzerland",Schänniserberg,"Schänniserberg, Switzerland"
place_stäfner_stone,Stäfner stone,Stäfner stone,
place_bern_switzerland,"Bern, Switzerland",Bern,"Bern, Switzerland"
place_gemüsemarkt_zurich_switzerland,"Gemüsemarkt, Zurich, Switzerland",Gemüsemarkt,"Gemüsemarkt, Zurich, Switzerland"
place_albis_switzerland,"Albis, Switzerland",Albis ridge,"Albis, Switzerland"
place_adlisberg_zurich_switzerland,"Adlisberg, Zurich, Switzerland",Adlisberg,"Adlisberg, Zurich, Switzerland"
place_katzensee_zurich_switzerland,"Katzensee, Zurich, Switzerland",Katzensee,"Katzensee, Zurich, Switzerland"
place_lower_lake_basin,lower lake basin,lower lake basin,
place_kleiner_hafner_zurich_switzerland,"Kleiner Hafner, Zurich, Switzerland",Kleiner Hafner,"Kleiner Hafner, Zurich, Switzerland"
place_balgrist_zurich_switzerland,"Balgrist, Zurich, Switzerland",Balgrist,"Balgrist, Zurich, Switzerland"
place_st_petershügel_zurich_switzerland,"St. Petershügel, Zurich, Switzerland",St. Petershügel,"St. Petershügel, Zurich, Switzerland"
place_sihlbühl,Sihlbühl,Sihlbühl,
place_bäckerstrasse,Bäckerstrasse,Bäckerstrasse,
place_statio_turicensis,Statio Turicensis,Statio Turicensis,
place_grosse_hafner_zurich_switzerland,"Grosse Hafner, Zurich, Switzerland",Grosse Hafner,"Grosse Hafner, Zurich, Switzerland"
place_seefeld_zurich_switzerland,"Seefeld, Zurich, Switzerland",Seefeld,"Seefeld, Zurich, Switzerland"
place_storchengasse_zurich_switzerland,"Storchengasse, Zurich, Switzerland",Storchengasse,"Storchengasse, Zurich, Switzerland"
place_oetenbach_area,Oetenbach area,Oetenbach area,
place_albis_forest,Albis forest,Albis forest,
place_uri_switzerland,"Uri, Switzerland",Uri,"Uri, Switzerland"
place_stadelhof,Stadelhof,Stadelhof,
place_swabia_germany,"Swabia, Germany",Swabia,"Swabia, Germany"
place_staufer_dukes,Staufer dukes,Staufer dukes,
place_counts_of_lenzburg,counts of Lenzburg,counts of Lenzburg,
place_dukes_of_zähringen,dukes of Zähringen,dukes of Zähringen,
place_st_peter_church_zurich_switzerland,"St. Peter Church, Zurich, Switzerland",St. Peter,"St. Peter Church, Zurich, Switzerland"
place_st_stephan,St. Stephan,St. Stephan,
