event_id,place
Zurich_e408,"Enge, Zurich, Switzerland"
Zurich_e408,"Wollishofen, Zurich, Switzerland"
Zurich_e408,left bank lake railway
Zurich_e409,"Zurich, Switzerland"
Zurich_e409,"Letten, Zurich, Switzerland"
Zurich_e409,"Stadelhofen, Zurich, Switzerland"
Zurich_e409,"Tiefenbrunnen, Zurich, Switzerland"
Zurich_e410,"Selnau station, Zurich, Switzerland"
Zurich_e410,"Uetliberg, Zurich, Switzerland"
Zurich_e410,"Sihl Valley, Zurich, Switzerland"
Zurich_e411,"Uetliberg, Zurich, Switzerland"
Zurich_e411,"Binz, Zurich, Switzerland"
Zurich_e411,"Waldegg, Zurich, Switzerland"
Zurich_e412,"Sihl Valley, Zurich, Switzerland"
Zurich_e412,"Giesshübel, Zurich, Switzerland"
Zurich_e412,"Brunau, Zurich, Switzerland"
Zurich_e412,"Manegg, Zurich, Switzerland"
Zurich_e412,"Sood, Zurich, Switzerland"
Zurich_e412,"Adliswil, Zurich, Switzerland"
Zurich_e412,"Sihlbrugg, Switzerland"
Zurich_e412,federal railway line Thalwil-Zug
Zurich_e413,"Zurich, Switzerland"
Zurich_e413,"Baden, Switzerland"
Zurich_e414,"Zurich, Switzerland"
Zurich_e414,"Winterthur, Switzerland"
Zurich_e415,"Zurich, Switzerland"
Zurich_e415,"Uster, Switzerland"
Zurich_e416,"Zurich, Switzerland"
Zurich_e416,"Zug, Switzerland"
Zurich_e417,"Lake Zurich, Switzerland"
Zurich_e418,"Lake Zurich, Switzerland"
Zurich_e419,"Lake Zurich, Switzerland"
Zurich_e420,"Maur, Zurich, Switzerland"
Zurich_e420,"Zumikon, Zurich, Switzerland"
Zurich_e420,"Zurich, Switzerland"
Zurich_e421,"Zurich, Switzerland"
Zurich_e422,"Zurich, Switzerland"
Zurich_e423,"Zurich, Switzerland"
Zurich_e425,"Burgwies, Zurich, Switzerland"
Zurich_e426,"Letten, Zurich, Switzerland"
Zurich_e427,"Zurichberg, Zurich, Switzerland"
Zurich_e428,"Giesshübel, Zurich, Switzerland"
Zurich_e428,"Albisgütli, Zurich, Switzerland"
Zurich_e428,"Limmat Valley, Zurich, Switzerland"
Zurich_e428,"Marienstrasse, Zurich, Switzerland"
Zurich_e428,Altstetten-Schlieren-Dietikon
Zurich_e428,"Mutschellen, Switzerland"
Zurich_e428,"Bremgarten, Aargau, Switzerland"
Zurich_e428,"Unterengstringen, Zurich, Switzerland"
Zurich_e428,"Kloster Fahr, Zurich, Switzerland"
Zurich_e428,"Weiningen, Zurich, Switzerland"
Zurich_e428,"Zurich main station, Zurich, Switzerland"
Zurich_e428,"Wipkingen, Zurich, Switzerland"
Zurich_e428,"Hoengg, Zurich, Switzerland"
Zurich_e428,"Leonhardsplatz, Zurich, Switzerland"
Zurich_e428,Oerlikon-Seebach-Glattbrugg
Zurich_e428,"Schwamendingen, Zurich, Switzerland"
Zurich_e429,"Zurichberg, Zurich, Switzerland"
Zurich_e429,"Rigiplatz, Zurich, Switzerland"
Zurich_e429,"Rigiviertel, Zurich, Switzerland"
Zurich_e429,"Leonhardsplatz, Zurich, Switzerland"
Zurich_e429,"ETH Zurich, Zurich, Switzerland"
Zurich_e429,"Römerhof, Zurich, Switzerland"
Zurich_e429,"Waldhaus Dolder, Zurich, Switzerland"
Zurich_e429,"Dolder Grand Hotel, Zurich, Switzerland"
Zurich_e430,"Zurich, Switzerland"
Zurich_e431,municipal streetcar network
Zurich_e432,municipal streetcar network
Zurich_e433,municipal streetcar network
Zurich_e435,Lake Zurich
Zurich_e436,Upper Lake Zurich
Zurich_e437,"Zurich, Switzerland"
Zurich_e438,"Zurich, Switzerland"
Zurich_e439,"Zurichberg, Zurich, Switzerland"
Zurich_e440,"Hottingen, Zurich, Switzerland"
Zurich_e440,"Limmat River, Switzerland"
Zurich_e440,upper Mühlesteg
Zurich_e443,"District 4, Zurich, Switzerland"
Zurich_e444,"Zurich, Switzerland"
Zurich_e445,"Zurich, Switzerland"
Zurich_e446,"Zurich, Switzerland"
Zurich_e447,"Zurich, Switzerland"
Zurich_e447,"Adliswil, Switzerland"
Zurich_e447,"Oerlikon, Zurich, Switzerland"
Zurich_e447,"Zollikon, Switzerland"
Zurich_e447,"Kilchberg, Switzerland"
Zurich_e447,"Schlieren, Switzerland"
Zurich_e447,Albisrieden-Altstetten
Zurich_e448,"Zurich, Switzerland"
Zurich_e448,"Adliswil, Switzerland"
Zurich_e448,"Oerlikon, Zurich, Switzerland"
Zurich_e448,"Zollikon, Switzerland"
Zurich_e448,"Kilchberg, Switzerland"
Zurich_e448,"Schlieren, Switzerland"
Zurich_e448,Albisrieden-Altstetten
Zurich_e449,"Zurich, Switzerland"
Zurich_e450,"Zurich, Switzerland"
Zurich_e451,"Zurich, Switzerland"
Zurich_e452,"Zurich, Switzerland"
Zurich_e453,"Zurich, Switzerland"
Zurich_e455,"Zurich, Switzerland"
Zurich_e456,"Zurich, Switzerland"
Zurich_e457,"Zurich, Switzerland"
Zurich_e458,"Zurich, Switzerland"
Zurich_e459,"Zurich, Switzerland"
Zurich_e460,"Zurich, Switzerland"
Zurich_e461,"Zurich, Switzerland"
Zurich_e462,"Zurich, Switzerland"
Zurich_e463,"Zurich, Switzerland"
Zurich_e464,"Zurich, Switzerland"
Zurich_e465,"Zurich, Switzerland"
Zurich_e467,"Helmhaus, Zurich, Switzerland"
Zurich_e468,"Helmhaus, Zurich, Switzerland"
Zurich_e469,Museum opposite the meat hall
Zurich_e470,"Zurich, Switzerland"
Zurich_e471,"Zurich, Switzerland"
Zurich_e472,"Zurich, Switzerland"
Zurich_e473,"ETH Zurich, Switzerland"
Zurich_e474,agricultural and forestry school
Zurich_e475,"Museum of Applied Arts, Zurich, Switzerland"
Zurich_e476,"Swiss National Museum, Zurich, Switzerland"
Zurich_e477,"Schipfe, Zurich, Switzerland"
Zurich_e478,"Zurichhorn, Zurich, Switzerland"
Zurich_e479,"Mythenquai, Zurich, Switzerland"
Zurich_e481,"Heimplatz, Zurich, Switzerland"
Zurich_e482,Künstlergütli
Zurich_e482,"ETH Zurich, Zurich, Switzerland"
Zurich_e483,"Zurich, Switzerland"
Zurich_e484,Künstlerhaus
Zurich_e484,"Zurich Stock Exchange, Zurich, Switzerland"
Zurich_e485,"Zurich, Switzerland"
Zurich_e485,"Heimplatz, Zurich, Switzerland"
Zurich_e486,"Zurich, Switzerland"
Zurich_e486,City Theatre
Zurich_e486,Pfauen Theater
Zurich_e487,"Zurich, Switzerland"
Zurich_e488,"Zurich, Switzerland"
Zurich_e489,"Zurich, Switzerland"
Zurich_e489,Tonhalle
Zurich_e490,"Zurich, Switzerland"
Zurich_e491,City Theatre
Zurich_e491,"Tonhalle, Zurich, Switzerland"
Zurich_e492,Central Theater on Weinbergstrasse
Zurich_e492,Corso Theater at the old Tonhalle square
Zurich_e492,intimate theater in the Urania
Zurich_e493,"Bonaduz, Switzerland"
Zurich_e494,"Zurich, Switzerland"
Zurich_e495,"Messina, Italy"
Zurich_e496,"Zurich Tonhalle, Zurich, Switzerland"
Zurich_e497,"Zurich Tonhalle, Zurich, Switzerland"
Zurich_e498,"Zurich Tonhalle, Zurich, Switzerland"
Zurich_e499,"Zurich Tonhalle, Zurich, Switzerland"
Zurich_e500,"Zurich Tonhalle, Zurich, Switzerland"
Zurich_e501,"Zurich, Switzerland"
Zurich_e502,"Zurich, Switzerland"
Zurich_e502,Grossmünster
Zurich_e502,Fraumünster
Zurich_e502,St. Peter
Zurich_e502,Predigern
Zurich_e502,"Aussersihl, Zurich, Switzerland"
Zurich_e502,"Enge, Zurich, Switzerland"
Zurich_e502,"Fluntern, Zurich, Switzerland"
Zurich_e502,Neumünster
Zurich_e502,"Oberstrass, Zurich, Switzerland"
Zurich_e502,"Unterstrass, Zurich, Switzerland"
Zurich_e502,"Wiedikon, Zurich, Switzerland"
Zurich_e502,"Wipkingen, Zurich, Switzerland"
Zurich_e502,"Wollishofen, Zurich, Switzerland"
Zurich_e503,"Zurich, Switzerland"
Zurich_e504,"Zurich, Switzerland"
Zurich_e504,St. Peter
Zurich_e504,"Unterstrass, Zurich, Switzerland"
Zurich_e505,"Zurich, Switzerland"
Zurich_e505,other Zurich municipalities
Zurich_e506,"Zurich, Switzerland"
Zurich_e507,"Zurich, Switzerland"
Zurich_e508,"Zurich, Switzerland"
Zurich_e509,"Zurich, Switzerland"
Zurich_e510,"Zurich, Switzerland"
Zurich_e511,"Zurich, Switzerland"
Zurich_e512,"Zurich, Switzerland"
Zurich_e513,"Zurich, Switzerland"
Zurich_e514,five city districts
Zurich_e526,"Zurich, Switzerland"
Zurich_e527,"Zurich, Switzerland"
Zurich_e528,"Zurich, Switzerland"
Zurich_e529,"Zurich, Switzerland"
Zurich_e530,"Zurich, Switzerland"
Zurich_e531,"Zurich, Switzerland"
Zurich_e532,"Zurich, Switzerland"
Zurich_e533,"Zurich, Switzerland"
Zurich_e534,"Zurich, Switzerland"
Zurich_e535,"Zurich, Switzerland"
Zurich_e536,"Zurich, Switzerland"
Zurich_e537,"Zurich, Switzerland"
Zurich_e538,"Zurich, Switzerland"
Zurich_e539,"Zurich, Switzerland"
Zurich_e540,"Zurich, Switzerland"
Zurich_e540,lake and river bathing establishments
Zurich_e541,"Zurich, Switzerland"
Zurich_e542,"Zurich, Switzerland"
Zurich_e543,"Zurich, Switzerland"
Zurich_e544,"Zurich, Switzerland"
Zurich_e545,"Zurich, Switzerland"
Zurich_e546,municipal emergency hospital
Zurich_e547,"Zurich, Switzerland"
Zurich_e548,"Zurich, Switzerland"
Zurich_e549,"Zurich Children's Hospital, Zurich, Switzerland"
Zurich_e549,Red Cross Sisters’ House
Zurich_e549,Nursing Asylum and Diaconesses’ Institute Neumünster
Zurich_e549,Theodosianum
Zurich_e549,Swiss institute for epileptics
Zurich_e549,Swiss nurses' school with women's hospital
Zurich_e550,"Zurich, Switzerland"
Zurich_e551,"Zurich, Switzerland"
Zurich_e552,"Enge, Zurich, Switzerland"
Zurich_e552,"Wiedikon, Zurich, Switzerland"
Zurich_e552,Neumünster
Zurich_e552,"Unterstrass, Zurich, Switzerland"
Zurich_e552,"Wipkingen, Zurich, Switzerland"
Zurich_e552,"Zurich, Switzerland"
Zurich_e553,"Zurich, Switzerland"
Zurich_e554,Neumünster
Zurich_e555,"Zurich, Switzerland"
Zurich_e556,"Zurich, Switzerland"
Zurich_e557,"Zurich, Switzerland"
Zurich_e558,"Zurich, Switzerland"
Zurich_e559,various parts of the city
Zurich_e562,"Zurich, Switzerland"
Zurich_e563,"Zurich, Switzerland"
Zurich_e564,"Zurich, Switzerland"
Zurich_e565,"Zurich, Switzerland"
Zurich_e566,"Zurich, Switzerland"
Zurich_e567,"Zurich, Switzerland"
Zurich_e568,"Zurich, Switzerland"
Zurich_e569,"Zurich, Switzerland"
Zurich_e570,"Zurich, Switzerland"
Zurich_e571,"Zurich, Switzerland"
Zurich_e572,"Zurich, Switzerland"
Zurich_e573,"Zurich, Switzerland"
Zurich_e574,"Zurich, Switzerland"
Zurich_e575,"Zurich, Switzerland"
Zurich_e576,"Zurich, Switzerland"
Zurich_e577,"Zurich, Switzerland"
Zurich_e578,large and small Hafner
Zurich_e578,Bauschanze
Zurich_e578,Haumesser
Zurich_e579,large and small Hafner
Zurich_e579,Bauschanze
Zurich_e579,Haumesser
Zurich_e580,"Wollishofen, Zurich, Switzerland"
Zurich_e581,"Uetliberg, Zurich, Switzerland"
Zurich_e582,large and small Hafner
Zurich_e582,Bauschanze
Zurich_e582,Haumesser
Zurich_e583,"Lindenhof, Zurich, Switzerland"
Zurich_e584,"Uetliberg, Zurich, Switzerland"
Zurich_e585,Burghölzli
Zurich_e586,Enge's Entibühl
Zurich_e586,Rebhügel
Zurich_e586,"Wiedikon, Zurich, Switzerland"
Zurich_e586,"Bäckerstrasse, Zurich, Switzerland"
Zurich_e586,"Uetliberg, Zurich, Switzerland"
Zurich_e587,"Altstetten, Zurich, Switzerland"
Zurich_e588,"Zurich, Switzerland"
Zurich_e589,"Zurich, Switzerland"
Zurich_e590,"Zurich, Switzerland"
Zurich_e591,"Lindenhof, Zurich, Switzerland"
Zurich_e591,"Uetliberg, Zurich, Switzerland"
Zurich_e592,"Lindenhof, Zurich, Switzerland"
Zurich_e593,"Lindenhof, Zurich, Switzerland"
Zurich_e594,"Lindenhof, Zurich, Switzerland"
Zurich_e595,"Zurich, Switzerland"
Zurich_e596,"Zurich, Switzerland"
Zurich_e596,"Lindenhof, Zurich, Switzerland"
Zurich_e597,"Peterskirche, Zurich, Switzerland"
Zurich_e598,"Wasserkirche, Zurich, Switzerland"
Zurich_e599,"Oetenbach, Zurich, Switzerland"
Zurich_e600,"Rennweg, Zurich, Switzerland"
Zurich_e601,"Zurich, Switzerland"
Zurich_e602,"Enge, Zurich, Switzerland"
Zurich_e603,"Albisrieden, Zurich, Switzerland"
Zurich_e604,"Wipkingen, Zurich, Switzerland"
Zurich_e605,"Lindenhof, Zurich, Switzerland"
Zurich_e605,"Zentralhof, Zurich, Switzerland"
Zurich_e605,"Münsterhof, Zurich, Switzerland"
Zurich_e605,"Tiefenhöfe, Zurich, Switzerland"
Zurich_e605,"Sihlfeld, Zurich, Switzerland"
Zurich_e606,"Baden, Switzerland"
Zurich_e606,"Zurich, Switzerland"
Zurich_e606,Rennweg
Zurich_e606,castrum
Zurich_e606,Strehlgasse
Zurich_e606,"Limmat River, Switzerland"
Zurich_e606,meat hall
Zurich_e606,alte Landstrasse
Zurich_e606,"Zollikon, Switzerland"
Zurich_e607,"Baden, Switzerland"
Zurich_e607,"Zurich, Switzerland"
Zurich_e607,Rennweg
Zurich_e607,castrum
Zurich_e607,Strehlgasse
Zurich_e607,"Limmat River, Switzerland"
Zurich_e607,meat hall
Zurich_e607,alte Landstrasse
Zurich_e607,"Zollikon, Switzerland"
Zurich_e608,"Zurich, Switzerland"
Zurich_e609,"Lindenhof, Zurich, Switzerland"
Zurich_e610,"Lindenhof, Zurich, Switzerland"
Zurich_e611,"Wipkingen, Zurich, Switzerland"
Zurich_e611,"Wiedikon, Zurich, Switzerland"
Zurich_e611,"Stadelhofen, Zurich, Switzerland"
Zurich_e611,"Riesbach, Zurich, Switzerland"
Zurich_e611,"Hirslanden, Zurich, Switzerland"
Zurich_e611,"Hottingen, Zurich, Switzerland"
Zurich_e611,"Fluntern, Zurich, Switzerland"
Zurich_e612,Zurich Lindenhof
Zurich_e612,Gross- and Fraumünster
Zurich_e613,"Burghölzli, Zurich"
Zurich_e614,Entibühl above Balgrist
Zurich_e615,"Wiedikon, Zurich"
Zurich_e615,"Bäckerstrasse, Zurich"
Zurich_e616,"Swiss National Museum, Zurich"
Zurich_e624,"Zurichberg, Zurich, Switzerland"
Zurich_e625,"Lake Zurich, Switzerland"
Zurich_e625,"Uetliberg, Zurich, Switzerland"
Zurich_e626,"Zurich, Switzerland"
Zurich_e627,"Lake Zurich, Switzerland"
Zurich_e628,"Lake Zurich, Switzerland"
Zurich_e628,Lake Constance
Zurich_e628,Hirzli
Zurich_e628,Schänniserberg
Zurich_e628,Speer
Zurich_e629,"Lake Zurich, Switzerland"
Zurich_e629,Hirzli
Zurich_e629,Schänniserberg
Zurich_e629,Speer
Zurich_e630,"Lake Zurich, Switzerland"
Zurich_e631,"Lake Zurich, Switzerland"
Zurich_e632,"Lake Zurich, Switzerland"
Zurich_e632,Stäfner stone
Zurich_e633,"Lake Zurich, Switzerland"
Zurich_e634,"Lake Zurich, Switzerland"
Zurich_e635,"Lake Zurich, Switzerland"
Zurich_e636,"Lake Zurich, Switzerland"
Zurich_e637,"Lake Zurich, Switzerland"
Zurich_e638,"Zurich, Switzerland"
Zurich_e639,"Lake Zurich, Switzerland"
Zurich_e640,"Lake Zurich, Switzerland"
Zurich_e641,"Lake Zurich, Switzerland"
Zurich_e642,"Lake Zurich, Switzerland"
Zurich_e642,"Upper Lake Zurich, Switzerland"
Zurich_e643,"Lake Zurich, Switzerland"
Zurich_e648,"Zurich, Switzerland"
Zurich_e649,"Zurich, Switzerland"
Zurich_e649,"Enge, Zurich, Switzerland"
Zurich_e649,"Wiedikon, Zurich, Switzerland"
Zurich_e649,"Aussersihl, Zurich, Switzerland"
Zurich_e649,"Unterstrass, Zurich, Switzerland"
Zurich_e649,"Oberstrass, Zurich, Switzerland"
Zurich_e649,"Fluntern, Zurich, Switzerland"
Zurich_e649,"Hottingen, Zurich, Switzerland"
Zurich_e649,"Hirslanden, Zurich, Switzerland"
Zurich_e649,"Riesbach, Zurich, Switzerland"
Zurich_e650,"Zurich, Switzerland"
Zurich_e650,"Wollishofen, Zurich, Switzerland"
Zurich_e650,"Wipkingen, Zurich, Switzerland"
Zurich_e654,entire city
Zurich_e655,entire city
Zurich_e656,"Zurich, Switzerland"
Zurich_e657,the entire city
Zurich_e666,"Zurich, Switzerland"
Zurich_e667,"Zurich, Switzerland"
Zurich_e668,"Zurich, Switzerland"
Zurich_e669,"Zurich, Switzerland"
Zurich_e670,"Wiedikon, Zurich, Switzerland"
Zurich_e671,"Zurich, Switzerland"
Zurich_e672,"Zurich, Switzerland"
Zurich_e673,"Zurich, Switzerland"
Zurich_e674,"Zurich, Switzerland"
Zurich_e675,"Zurich, Switzerland"
Zurich_e676,"Zurich, Switzerland"
Zurich_e677,"Zurich, Switzerland"
Zurich_e678,"Lake Zurich, Switzerland"
Zurich_e678,east of the Stäfner stone
Zurich_e679,"Zurich, Switzerland"
Zurich_e680,"Zurich, Switzerland"
Zurich_e680,"Canton of Zurich, Switzerland"
Zurich_e681,"Zurich, Switzerland"
Zurich_e681,"Lake Zurich, Switzerland"
Zurich_e681,"Albis, Switzerland"
Zurich_e681,"Adlisberg, Zurich, Switzerland"
Zurich_e681,"Zurichberg, Zurich, Switzerland"
Zurich_e682,"Zurich, Switzerland"
Zurich_e683,"Lindenhof, Zurich, Switzerland"
Zurich_e683,"Fraumünster-Münsterhof, Zurich, Switzerland"
Zurich_e683,"Niederdorf, Zurich, Switzerland"
Zurich_e683,"Grossmünster, Zurich, Switzerland"
Zurich_e683,"Limmat River, Switzerland"
Zurich_e684,"Lindenhof, Zurich, Switzerland"
Zurich_e684,"Fraumünster-Münsterhof, Zurich, Switzerland"
Zurich_e684,"Niederdorf, Zurich, Switzerland"
Zurich_e684,"Grossmünster, Zurich, Switzerland"
Zurich_e684,"Stadelhof, Zurich, Switzerland"
Zurich_e686,"Aussersihl, Zurich, Switzerland"
Zurich_e686,"Enge, Zurich, Switzerland"
Zurich_e686,"Fluntern, Zurich, Switzerland"
Zurich_e686,"Hirslanden, Zurich, Switzerland"
Zurich_e686,"Hottingen, Zurich, Switzerland"
Zurich_e686,"Leimbach, Zurich, Switzerland"
Zurich_e686,"Oberstrass, Zurich, Switzerland"
Zurich_e686,"Riesbach, Zurich, Switzerland"
Zurich_e686,"Unterstrass, Zurich, Switzerland"
Zurich_e686,"Wiedikon, Zurich, Switzerland"
Zurich_e686,"Wipkingen, Zurich, Switzerland"
Zurich_e686,"Wollishofen, Zurich, Switzerland"
Zurich_e687,"Affoltern, Zurich, Switzerland"
Zurich_e687,"Albisrieden, Zurich, Switzerland"
Zurich_e687,"Altstetten, Zurich, Switzerland"
Zurich_e687,"Höngg, Zurich, Switzerland"
Zurich_e687,"Oerlikon, Zurich, Switzerland"
Zurich_e687,"Schwamendingen, Zurich, Switzerland"
Zurich_e687,"Seebach, Zurich, Switzerland"
Zurich_e687,"Witikon, Zurich, Switzerland"
Zurich_e688,"Zurich, Switzerland"
Zurich_e689,"Zurich, Switzerland"
Zurich_e690,"Zurich, Switzerland"
Zurich_e691,"Zurich, Switzerland"
Zurich_e692,"Zurich, Switzerland"
Zurich_e693,"Zurich, Switzerland"
Zurich_e694,"Zurich, Switzerland"
Zurich_e695,"Zurich, Switzerland"
Zurich_e696,"Zurich, Switzerland"
Zurich_e697,"Zurich, Switzerland"
Zurich_e698,"Katzensee, Zurich, Switzerland"
Zurich_e699,lower lake basin
Zurich_e700,"Kleiner Hafner, Zurich, Switzerland"
Zurich_e701,"Letten, Zurich, Switzerland"
Zurich_e701,"Rathausbrücke, Zurich, Switzerland"
Zurich_e701,"Limmat River, Zurich, Switzerland"
Zurich_e702,"Uetliberg, Zurich, Switzerland"
Zurich_e703,"Höngg, Zurich, Switzerland"
Zurich_e703,"Balgrist, Zurich, Switzerland"
Zurich_e703,"Burghölzli, Zurich, Switzerland"
Zurich_e704,"Zurich, Switzerland"
Zurich_e705,"moraine hill with the elevations Lindenhof, St. Petershügel and the today dismantled Sihlbühl"
Zurich_e706,"Bahnhofstrasse, Zurich, Switzerland"
Zurich_e707,Bäckerstrasse
Zurich_e709,"Limmat River, Zurich, Switzerland"
Zurich_e711,"Weinplatz, Zurich, Switzerland"
Zurich_e712,"Rathausbrücke, Zurich, Switzerland"
Zurich_e713,"Grosse Hafner, Zurich, Switzerland"
Zurich_e713,"Seefeld, Zurich, Switzerland"
Zurich_e714,"Storchengasse, Zurich, Switzerland"
Zurich_e715,Oetenbach area
Zurich_e718,"Lindenhof, Zurich, Switzerland"
Zurich_e719,"Lindenhof, Zurich, Switzerland"
Zurich_e720,Bäckerstrasse cemetery
Zurich_e721,Bäckerstrasse cemetery
Zurich_e722,St. Petershügel
Zurich_e723,St. Petershügel
Zurich_e724,"Lindenhof, Zurich, Switzerland"
Zurich_e725,"Niederdorf, Zurich, Switzerland"
Zurich_e726,"Zurich, Switzerland"
Zurich_e727,"Zurich, Switzerland"
Zurich_e728,"Zurich, Switzerland"
Zurich_e728,Albis forest
Zurich_e728,"Uri, Switzerland"
Zurich_e728,Stadelhof
Zurich_e729,"Fraumünster, Zurich, Switzerland"
Zurich_e730,"Fraumünster, Zurich, Switzerland"
Zurich_e731,"Lindenhof, Zurich, Switzerland"
Zurich_e732,"Zurich, Switzerland"
Zurich_e733,"Zurich, Switzerland"
Zurich_e734,"Zurich, Switzerland"
Zurich_e734,Baltic Sea
Zurich_e735,"Zurich, Switzerland"
Zurich_e735,palace on Lindenhof
Zurich_e736,"Zurich, Switzerland"
Zurich_e737,"Zurich, Switzerland"
Zurich_e738,"Zurich, Switzerland"
Zurich_e739,"Zurich, Switzerland"
Zurich_e740,"Zurich, Switzerland"
Zurich_e741,"Zurich, Switzerland"
Zurich_e742,"Fraumünster, Zurich, Switzerland"
Zurich_e742,"Grossmünster, Zurich, Switzerland"
Zurich_e742,"Wasserkirche, Zurich, Switzerland"
Zurich_e742,"St. Peter Church, Zurich, Switzerland"
Zurich_e742,"St. Stephan Church, Zurich, Switzerland"
Zurich_e743,"Fraumünster, Zurich, Switzerland"
Zurich_e744,"Fraumünster, Zurich, Switzerland"
Zurich_e745,"Fraumünster, Zurich, Switzerland"
Zurich_e746,"Grossmünster, Zurich, Switzerland"
Zurich_e747,"Grossmünster, Zurich, Switzerland"
Zurich_e748,"Grossmünster, Zurich, Switzerland"
Zurich_e749,"Wasserkirche, Zurich, Switzerland"
Zurich_e749,Limmat island
Zurich_e750,"St. Peter Church, Zurich, Switzerland"
Zurich_e751,"Zurichberg, Zurich, Switzerland"
Zurich_e752,castellum or castle site
Zurich_e752,vicus
Zurich_e752,villa and curtis
Zurich_e753,"Fraumünster, Zurich, Switzerland"
Zurich_e753,"Limmat River, Zurich, Switzerland"
Zurich_e754,"Lindenhof, Zurich, Switzerland"
Zurich_e756,"Limmat River, Zurich, Switzerland"
Zurich_e757,eastern city district
Zurich_e758,Guild House of the Carpenters
Zurich_e759,"Zurich, Switzerland"
Zurich_e760,"Zurich, Switzerland"
Zurich_e761,"Zurich, Switzerland"
Zurich_e762,"Lindenhof, Zurich, Switzerland"
Zurich_e763,"Fraumünster, Zurich, Switzerland"
Zurich_e764,"Fraumünster, Zurich, Switzerland"
Zurich_e765,"Fraumünster, Zurich, Switzerland"
Zurich_e766,"Fraumünster, Zurich, Switzerland"
Zurich_e767,"Fraumünster, Zurich, Switzerland"
Zurich_e768,"Fraumünster, Zurich, Switzerland"
Zurich_e768,"Zurich, Switzerland"
Zurich_e769,"Fraumünster, Zurich, Switzerland"
Zurich_e769,"Zurich, Switzerland"
Zurich_e769,"Fraumünster Monastery, Zurich, Switzerland"
Zurich_e770,"Fraumünster Monastery, Zurich, Switzerland"
Zurich_e771,"Zurich, Switzerland"
Zurich_e771,"Fraumünster estate, Zurich, Switzerland"
Zurich_e772,"Fraumünster estate, Zurich, Switzerland"
Zurich_e773,"Zurich, Switzerland"
Zurich_e774,"Zurich, Switzerland"
Zurich_e775,"Zurich, Switzerland"
Zurich_e776,"Zurich, Switzerland"
Zurich_e777,"Zurich, Switzerland"
Zurich_e778,"Zurich, Switzerland"
Zurich_e779,"Zurich, Switzerland"
Zurich_e780,"Winterthur, Switzerland"
Zurich_e781,"Zurich, Switzerland"
Zurich_e782,"Zurich, Switzerland"
Zurich_e783,"Zurich, Switzerland"
Zurich_e784,"Zurich, Switzerland"
Zurich_e785,"Zurich, Switzerland"
Zurich_e786,"Rapperswil, Switzerland"
Zurich_e786,"Zurich, Switzerland"
Zurich_e787,"Zurich, Switzerland"
Zurich_e789,"Zurich, Switzerland"
Zurich_e790,"Zurich, Switzerland"
Zurich_e791,"Zurich, Switzerland"
Zurich_e792,"Zurich, Switzerland"
Zurich_e793,"Zurich, Switzerland"
Zurich_e794,"Zurich, Switzerland"
Zurich_e795,"Zurich, Switzerland"
Zurich_e796,"Zurich, Switzerland"
Zurich_e797,"Zurich, Switzerland"
Zurich_e804,"Zurich, Switzerland"
Zurich_e805,"Zurich, Switzerland"
Zurich_e806,"Zurich, Switzerland"
Zurich_e807,"Zurich, Switzerland"
Zurich_e808,"Zurich, Switzerland"
Zurich_e809,"Zurich, Switzerland"
Zurich_e810,"Zurich, Switzerland"
Zurich_e811,"Zurich, Switzerland"
Zurich_e812,"Zurich, Switzerland"
Zurich_e813,"Zurich, Switzerland"
Zurich_e814,"Zurich, Switzerland"
Zurich_e815,"Limmat River right bank, Zurich, Switzerland"
Zurich_e815,"More City, Zurich, Switzerland"
Zurich_e815,Auf Dorf
Zurich_e815,"Linden, Zurich, Switzerland"
Zurich_e815,"Neumarkt, Zurich, Switzerland"
Zurich_e815,"Niederdorf, Zurich, Switzerland"
Zurich_e816,"Limmat River left bank, Zurich, Switzerland"
Zurich_e816,"Lesser City, Zurich, Switzerland"
Zurich_e816,Münsterhof
Zurich_e816,"Rennweg, Zurich, Switzerland"
Zurich_e817,"Hirschengraben, Zurich, Switzerland"
Zurich_e817,"Stadelhofen, Zurich, Switzerland"
Zurich_e817,"Talacker, Zurich, Switzerland"
Zurich_e818,"Zurich old town, Switzerland"
Zurich_e819,"Lindenhof, Zurich, Switzerland"
Zurich_e819,"Limmat River, Zurich, Switzerland"
Zurich_e820,"Oetenbach Monastery, Zurich, Switzerland"
Zurich_e820,"Rennweg, Zurich, Switzerland"
Zurich_e820,"Limmat River, Zurich, Switzerland"
Zurich_e821,"Rathausbrücke, Zurich, Switzerland"
Zurich_e821,"Münsterbrücke, Zurich, Switzerland"
Zurich_e822,"Sihl River, Zurich, Switzerland"
Zurich_e823,Mühlestege
Zurich_e823,"Limmat River right bank, Zurich, Switzerland"
Zurich_e824,"Zurich old town, Switzerland"
Zurich_e825,City
Zurich_e827,"Fraumünster, Zurich, Switzerland"
Zurich_e827,"Grossmünster, Zurich, Switzerland"
Zurich_e827,"St. Peter, Zurich, Switzerland"
Zurich_e827,two Limmat bridges
Zurich_e828,"Kornhaus, Weinplatz, Zurich, Switzerland"
Zurich_e829,upper bridge
Zurich_e830,right Limmat bank
Zurich_e831,right Limmat bank
Zurich_e832,"Limmat River, Zurich, Switzerland"
Zurich_e832,courthouse (later main guard)
Zurich_e833,"Helmhaus, Zurich, Switzerland"
